location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,population,cases_per_million,deaths_per_million,vax_per_hundred,cfr
South Africa,2020-02-16,62166,12125,1585,309,0,60000000,1036.1,26.4,0.0,2.55
South Africa,2020-02-23,75406,13240,1922,337,0,60000000,1256.8,32.0,0.0,2.549
South Africa,2020-03-01,89726,14320,2288,366,0,60000000,1495.4,38.1,0.0,2.55
South Africa,2020-03-08,105073,15347,2679,391,0,60000000,1751.2,44.6,0.0,2.55
South Africa,2020-03-15,121372,16299,3094,415,0,60000000,2022.9,51.6,0.0,2.549
South Africa,2020-03-22,138527,17155,3532,438,0,60000000,2308.8,58.9,0.0,2.55
South Africa,2020-03-29,156429,17902,3988,456,0,60000000,2607.2,66.5,0.0,2.549
South Africa,2020-04-05,174957,18528,4461,473,0,60000000,2916.0,74.4,0.0,2.55
South Africa,2020-04-12,193979,19022,4946,485,0,60000000,3233.0,82.4,0.0,2.55
South Africa,2020-04-19,213364,19385,5440,494,0,60000000,3556.1,90.7,0.0,2.55
South Africa,2020-04-26,232982,19618,5941,501,0,60000000,3883.0,99.0,0.0,2.55
South Africa,2020-05-03,252715,19733,6444,503,0,60000000,4211.9,107.4,0.0,2.55
South Africa,2020-05-10,272455,19740,6947,503,0,60000000,4540.9,115.8,0.0,2.55
South Africa,2020-05-17,292115,19660,7448,501,0,60000000,4868.6,124.1,0.0,2.55
South Africa,2020-05-24,311630,19515,7946,498,0,60000000,5193.8,132.4,0.0,2.55
South Africa,2020-05-31,330961,19331,8439,493,0,60000000,5516.0,140.6,0.0,2.55
South Africa,2020-06-07,350094,19133,8927,488,0,60000000,5834.9,148.8,0.0,2.55
South Africa,2020-06-14,369047,18953,9410,483,0,60000000,6150.8,156.8,0.0,2.55
South Africa,2020-06-21,387860,18813,9890,480,0,60000000,6464.3,164.8,0.0,2.55
South Africa,2020-06-28,406601,18741,10368,478,0,60000000,6776.7,172.8,0.0,2.55
South Africa,2020-07-05,425359,18758,10846,478,0,60000000,7089.3,180.8,0.0,2.55
South Africa,2020-07-12,444239,18880,11328,482,0,60000000,7404.0,188.8,0.0,2.55
South Africa,2020-07-19,463360,19121,11815,487,0,60000000,7722.7,196.9,0.0,2.55
South Africa,2020-07-26,482848,19488,12312,497,0,60000000,8047.5,205.2,0.0,2.55
South Africa,2020-08-02,502831,19983,12822,510,0,60000000,8380.5,213.7,0.0,2.55
South Africa,2020-08-09,523432,20601,13347,525,0,60000000,8723.9,222.4,0.0,2.55
South Africa,2020-08-16,544766,21334,13891,544,0,60000000,9079.4,231.5,0.0,2.55
South Africa,2020-08-23,566934,22168,14456,565,0,60000000,9448.9,240.9,0.0,2.55
South Africa,2020-08-30,590019,23085,15045,589,0,60000000,9833.6,250.8,0.0,2.55
South Africa,2020-09-06,614081,24062,15659,614,0,60000000,10234.7,261.0,0.0,2.55
South Africa,2020-09-13,639157,25076,16298,639,0,60000000,10652.6,271.6,0.0,2.55
South Africa,2020-09-20,665260,26103,16964,666,0,60000000,11087.7,282.7,0.0,2.55
South Africa,2020-09-27,692375,27115,17655,691,0,60000000,11539.6,294.2,0.0,2.55
South Africa,2020-10-04,720464,28089,18371,716,0,60000000,12007.7,306.2,0.0,2.55
South Africa,2020-10-11,749463,28999,19111,740,0,60000000,12491.0,318.5,0.0,2.55
South Africa,2020-10-18,779288,29825,19871,760,0,60000000,12988.1,331.2,0.0,2.55
South Africa,2020-10-25,809838,30550,20650,779,0,60000000,13497.3,344.2,0.0,2.55
South Africa,2020-11-01,840995,31157,21445,795,0,60000000,14016.6,357.4,0.0,2.55
South Africa,2020-11-08,872635,31640,22252,807,0,60000000,14543.9,370.9,0.0,2.55
South Africa,2020-11-15,904624,31989,23067,815,0,60000000,15077.1,384.4,0.0,2.55
South Africa,2020-11-22,936832,32208,23889,822,0,60000000,15613.9,398.2,0.0,2.55
South Africa,2020-11-29,969130,32298,24712,823,0,60000000,16152.2,411.9,0.0,2.55
South Africa,2020-12-06,1001398,32268,25535,823,0,60000000,16690.0,425.6,0.0,2.55
South Africa,2020-12-13,1033532,32134,26355,820,0,60000000,17225.5,439.2,0.0,2.55
South Africa,2020-12-20,1065441,31909,27168,813,0,60000000,17757.4,452.8,0.0,2.55
South Africa,2020-12-27,1097056,31615,27974,806,0,60000000,18284.3,466.2,0.0,2.55
South Africa,2021-01-03,1128329,31273,28772,798,0,60000000,18805.5,479.5,0.0,2.55
South Africa,2021-01-10,1159237,30908,29560,788,0,60000000,19320.6,492.7,0.0,2.55
South Africa,2021-01-17,1189781,30544,30339,779,0,60000000,19829.7,505.6,0.0,2.55
South Africa,2021-01-24,1219987,30206,31109,770,0,60000000,20333.1,518.5,0.0,2.55
South Africa,2021-01-31,1249903,29916,31872,763,240000,60000000,20831.7,531.2,0.4,2.55
South Africa,2021-02-07,1279601,29698,32629,757,480000,60000000,21326.7,543.8,0.8,2.55
South Africa,2021-02-14,1309174,29573,33383,754,720000,60000000,21819.6,556.4,1.2,2.55
South Africa,2021-02-21,1338727,29553,34137,754,960000,60000000,22312.1,569.0,1.6,2.55
South Africa,2021-02-28,1368384,29657,34893,756,1200000,60000000,22806.4,581.6,2.0,2.55
South Africa,2021-03-07,1398275,29891,35656,763,1440000,60000000,23304.6,594.3,2.4,2.55
South Africa,2021-03-14,1428536,30261,36427,771,1679999,60000000,23808.9,607.1,2.8,2.55
South Africa,2021-03-21,1459304,30768,37212,785,1920000,60000000,24321.7,620.2,3.2,2.55
South Africa,2021-03-28,1490714,31410,38013,801,2160000,60000000,24845.2,633.6,3.6,2.55
South Africa,2021-04-04,1522893,32179,38833,820,2400000,60000000,25381.6,647.2,4.0,2.55
South Africa,2021-04-11,1555958,33065,39676,843,2640000,60000000,25932.6,661.3,4.4,2.55
South Africa,2021-04-18,1590012,34054,40545,869,2880000,60000000,26500.2,675.8,4.8,2.55
South Africa,2021-04-25,1625141,35129,41441,896,3120000,60000000,27085.7,690.7,5.2,2.55
South Africa,2021-05-02,1661410,36269,42365,924,3359999,60000000,27690.2,706.1,5.6,2.55
South Africa,2021-05-09,1698866,37456,43321,956,3600000,60000000,28314.4,722.0,6.0,2.55
South Africa,2021-05-16,1737531,38665,44307,986,3840000,60000000,28958.8,738.4,6.4,2.55
South Africa,2021-05-23,1777407,39876,45323,1016,4080000,60000000,29623.4,755.4,6.8,2.55
South Africa,2021-05-30,1818472,41065,46371,1048,4320000,60000000,30307.9,772.8,7.2,2.55
South Africa,2021-06-06,1860682,42210,47447,1076,4560000,60000000,31011.4,790.8,7.6,2.55
South Africa,2021-06-13,1903975,43293,48551,1104,4800000,60000000,31732.9,809.2,8.0,2.55
South Africa,2021-06-20,1948268,44293,49680,1129,5040000,60000000,32471.1,828.0,8.4,2.55
South Africa,2021-06-27,1993464,45196,50833,1153,5280000,60000000,33224.4,847.2,8.8,2.55
South Africa,2021-07-04,2039450,45986,52005,1172,5520000,60000000,33990.8,866.8,9.2,2.55
South Africa,2021-07-11,2086107,46657,53195,1190,5760000,60000000,34768.4,886.6,9.6,2.55
South Africa,2021-07-18,2133304,47197,54399,1204,6000000,60000000,35555.1,906.6,10.0,2.55
South Africa,2021-07-25,2180909,47605,55613,1214,6240000,60000000,36348.5,926.9,10.4,2.55
South Africa,2021-08-01,2228786,47877,56834,1221,6480000,60000000,37146.4,947.2,10.8,2.55
South Africa,2021-08-08,2276805,48019,58058,1224,6719999,60000000,37946.8,967.6,11.2,2.55
South Africa,2021-08-15,2324836,48031,59283,1225,6959999,60000000,38747.3,988.0,11.6,2.55
South Africa,2021-08-22,2372760,47924,60505,1222,7200000,60000000,39546.0,1008.4,12.0,2.55
South Africa,2021-08-29,2420465,47705,61721,1216,7440000,60000000,40341.1,1028.7,12.4,2.55
South Africa,2021-09-05,2467853,47388,62930,1209,7680000,60000000,41130.9,1048.8,12.8,2.55
South Africa,2021-09-12,2514835,46982,64128,1198,7920000,60000000,41913.9,1068.8,13.2,2.55
South Africa,2021-09-19,2561339,46504,65314,1186,8160000,60000000,42689.0,1088.6,13.6,2.55
South Africa,2021-09-26,2607303,45964,66486,1172,8400000,60000000,43455.0,1108.1,14.0,2.55
South Africa,2021-10-03,2652682,45379,67643,1157,8640000,60000000,44211.4,1127.4,14.4,2.55
South Africa,2021-10-10,2697442,44760,68784,1141,8880000,60000000,44957.4,1146.4,14.8,2.55
South Africa,2021-10-17,2741564,44122,69909,1125,9120000,60000000,45692.7,1165.2,15.2,2.55
South Africa,2021-10-24,2785037,43473,71018,1109,9360000,60000000,46417.3,1183.6,15.6,2.55
South Africa,2021-10-31,2827861,42824,72110,1092,9600000,60000000,47131.0,1201.8,16.0,2.55
South Africa,2021-11-07,2870045,42184,73186,1076,9839999,60000000,47834.1,1219.8,16.4,2.55
South Africa,2021-11-14,2911602,41557,74245,1059,10080000,60000000,48526.7,1237.4,16.8,2.55
South Africa,2021-11-21,2952549,40947,75290,1045,10320000,60000000,49209.2,1254.8,17.2,2.55
South Africa,2021-11-28,2992908,40359,76319,1029,10560000,60000000,49881.8,1272.0,17.6,2.55
South Africa,2021-12-05,3032696,39788,77333,1014,10800000,60000000,50544.9,1288.9,18.0,2.55
South Africa,2021-12-12,3071934,39238,78334,1001,11040000,60000000,51198.9,1305.6,18.4,2.55
South Africa,2021-12-19,3110635,38701,79321,987,11280000,60000000,51843.9,1322.0,18.8,2.55
South Africa,2021-12-26,3148810,38175,80294,973,11520000,60000000,52480.2,1338.2,19.2,2.55
South Africa,2022-01-02,3186464,37654,81254,960,11760000,60000000,53107.7,1354.2,19.6,2.55
South Africa,2022-01-09,3223595,37131,82201,947,12000000,60000000,53726.6,1370.0,20.0,2.55
South Africa,2022-01-16,3260193,36598,83134,933,12240000,60000000,54336.6,1385.6,20.4,2.55
South Africa,2022-01-23,3296241,36048,84054,920,12480000,60000000,54937.4,1400.9,20.8,2.55
South Africa,2022-01-30,3331718,35477,84958,904,12720000,60000000,55528.6,1416.0,21.2,2.55
South Africa,2022-02-06,3366590,34872,85848,890,12960000,60000000,56109.8,1430.8,21.6,2.55
South Africa,2022-02-13,3400823,34233,86721,873,13200000,60000000,56680.4,1445.4,22.0,2.55
South Africa,2022-02-20,3434374,33551,87576,855,13439999,60000000,57239.6,1459.6,22.4,2.55
South Africa,2022-02-27,3467196,32822,88413,837,13680000,60000000,57786.6,1473.6,22.8,2.55
South Africa,2022-03-06,3499239,32043,89230,817,13919999,60000000,58320.6,1487.2,23.2,2.55
South Africa,2022-03-13,3530452,31213,90026,796,14160000,60000000,58840.9,1500.4,23.6,2.55
South Africa,2022-03-20,3560781,30329,90799,773,14400000,60000000,59346.4,1513.3,24.0,2.55
South Africa,2022-03-27,3590176,29395,91549,750,14640000,60000000,59836.3,1525.8,24.4,2.55
South Africa,2022-04-03,3618585,28409,92273,724,14880000,60000000,60309.8,1537.9,24.8,2.55
South Africa,2022-04-10,3645961,27376,92972,699,15120000,60000000,60766.0,1549.5,25.2,2.55
South Africa,2022-04-17,3672263,26302,93642,670,15360000,60000000,61204.4,1560.7,25.6,2.55
South Africa,2022-04-24,3697451,25188,94285,643,15600000,60000000,61624.2,1571.4,26.0,2.55
South Africa,2022-05-01,3721495,24044,94898,613,15840000,60000000,62024.9,1581.6,26.4,2.55
South Africa,2022-05-08,3744369,22874,95481,583,16080000,60000000,62406.2,1591.4,26.8,2.55
South Africa,2022-05-15,3766055,21686,96034,553,16320000,60000000,62767.6,1600.6,27.2,2.55
South Africa,2022-05-22,3786542,20487,96556,522,16560000,60000000,63109.0,1609.3,27.6,2.55
South Africa,2022-05-29,3805827,19285,97048,492,16800000,60000000,63430.4,1617.5,28.0,2.55
South Africa,2022-06-05,3823915,18088,97509,461,17040000,60000000,63731.9,1625.1,28.4,2.55
South Africa,2022-06-12,3840818,16903,97940,431,17280000,60000000,64013.6,1632.3,28.8,2.55
South Africa,2022-06-19,3856554,15736,98342,402,17520000,60000000,64275.9,1639.0,29.2,2.55
South Africa,2022-06-26,3871149,14595,98714,372,17760000,60000000,64519.2,1645.2,29.6,2.55
South Africa,2022-07-03,3884633,13484,99058,344,18000000,60000000,64743.9,1651.0,30.0,2.55
South Africa,2022-07-10,3897045,12412,99374,316,18240000,60000000,64950.8,1656.2,30.4,2.55
South Africa,2022-07-17,3908424,11379,99664,290,18480000,60000000,65140.4,1661.1,30.8,2.55
South Africa,2022-07-24,3918817,10393,99929,265,18720000,60000000,65313.6,1665.5,31.2,2.55
South Africa,2022-07-31,3928272,9455,100170,241,18960000,60000000,65471.2,1669.5,31.6,2.55
South Africa,2022-08-07,3936841,8569,100389,219,19200000,60000000,65614.0,1673.2,32.0,2.55
South Africa,2022-08-14,3944575,7734,100586,197,19200000,60000000,65742.9,1676.4,32.0,2.55
South Africa,2022-08-21,3951529,6954,100764,178,19200000,60000000,65858.8,1679.4,32.0,2.55
South Africa,2022-08-28,3957757,6228,100922,158,19200000,60000000,65962.6,1682.0,32.0,2.55
South Africa,2022-09-04,3963313,5556,101064,142,19200000,60000000,66055.2,1684.4,32.0,2.55
South Africa,2022-09-11,3968249,4936,101190,126,19200000,60000000,66137.5,1686.5,32.0,2.55
South Africa,2022-09-18,3972617,4368,101301,111,19200000,60000000,66210.3,1688.4,32.0,2.55
South Africa,2022-09-25,3976468,3851,101399,98,19200000,60000000,66274.5,1690.0,32.0,2.55
South Africa,2022-10-02,3979849,3381,101486,87,19200000,60000000,66330.8,1691.4,32.0,2.55
South Africa,2022-10-09,3982806,2957,101561,75,19200000,60000000,66380.1,1692.7,32.0,2.55
South Africa,2022-10-16,3985381,2575,101627,66,19200000,60000000,66423.0,1693.8,32.0,2.55
South Africa,2022-10-23,3987615,2234,101684,57,19200000,60000000,66460.2,1694.7,32.0,2.55
South Africa,2022-10-30,3989546,1931,101733,49,19200000,60000000,66492.4,1695.6,32.0,2.55
South Africa,2022-11-06,3991208,1662,101775,42,19200000,60000000,66520.1,1696.2,32.0,2.55
South Africa,2022-11-13,3992632,1424,101812,37,19200000,60000000,66543.9,1696.9,32.0,2.55
South Africa,2022-11-20,3993848,1216,101843,31,19200000,60000000,66564.1,1697.4,32.0,2.55
South Africa,2022-11-27,3994882,1034,101869,26,19200000,60000000,66581.4,1697.8,32.0,2.55
South Africa,2022-12-04,3995758,876,101891,22,19200000,60000000,66596.0,1698.2,32.0,2.55
South Africa,2022-12-11,3996498,740,101910,19,19200000,60000000,66608.3,1698.5,32.0,2.55
South Africa,2022-12-18,3997119,621,101926,16,19200000,60000000,66618.7,1698.8,32.0,2.55
South Africa,2022-12-25,3997638,519,101939,13,19200000,60000000,66627.3,1699.0,32.0,2.55
South Africa,2023-01-01,3998072,434,101950,11,19200000,60000000,66634.5,1699.2,32.0,2.55
South Africa,2023-01-08,3998431,359,101960,10,19200000,60000000,66640.5,1699.3,32.0,2.55
South Africa,2023-01-15,3998729,298,101967,7,19200000,60000000,66645.5,1699.4,32.0,2.55
South Africa,2023-01-22,3998974,245,101973,6,19200000,60000000,66649.6,1699.6,32.0,2.55
South Africa,2023-01-29,3999175,201,101978,5,19200000,60000000,66652.9,1699.6,32.0,2.55
South Africa,2023-02-05,3999339,164,101983,5,19200000,60000000,66655.6,1699.7,32.0,2.55
South Africa,2023-02-12,3999473,134,101986,3,19200000,60000000,66657.9,1699.8,32.0,2.55
South Africa,2023-02-19,3999581,108,101989,3,19200000,60000000,66659.7,1699.8,32.0,2.55
South Africa,2023-02-26,3999669,88,101991,2,19200000,60000000,66661.2,1699.8,32.0,2.55
South Africa,2023-03-05,3999739,70,101993,2,19200000,60000000,66662.3,1699.9,32.0,2.55
South Africa,2023-03-12,3999795,56,101994,1,19200000,60000000,66663.2,1699.9,32.0,2.55
South Africa,2023-03-19,3999840,45,101995,1,19200000,60000000,66664.0,1699.9,32.0,2.55
South Africa,2023-03-26,3999876,36,101996,1,19200000,60000000,66664.6,1699.9,32.0,2.55
South Africa,2023-04-02,3999904,28,101997,1,19200000,60000000,66665.1,1700.0,32.0,2.55
South Africa,2023-04-09,3999926,22,101998,1,19200000,60000000,66665.4,1700.0,32.0,2.55
South Africa,2023-04-16,3999944,18,101998,0,19200000,60000000,66665.7,1700.0,32.0,2.55
South Africa,2023-04-23,3999958,14,101998,0,19200000,60000000,66666.0,1700.0,32.0,2.55
South Africa,2023-04-30,3999968,10,101999,1,19200000,60000000,66666.1,1700.0,32.0,2.55
South Africa,2023-05-07,3999976,8,101999,0,19200000,60000000,66666.3,1700.0,32.0,2.55
South Africa,2023-05-14,3999983,7,101999,0,19200000,60000000,66666.4,1700.0,32.0,2.55
South Africa,2023-05-21,3999988,5,101999,0,19200000,60000000,66666.5,1700.0,32.0,2.55
South Africa,2023-05-28,3999992,4,101999,0,19200000,60000000,66666.5,1700.0,32.0,2.55
South Africa,2023-06-04,3999994,2,101999,0,19200000,60000000,66666.6,1700.0,32.0,2.55
South Africa,2023-06-11,3999997,3,101999,0,19200000,60000000,66666.6,1700.0,32.0,2.55
South Africa,2023-06-18,3999998,1,101999,0,19200000,60000000,66666.6,1700.0,32.0,2.55
South Africa,2023-06-25,4000000,2,102000,1,19200000,60000000,66666.7,1700.0,32.0,2.55
Japan,2020-01-05,46766,46766,106,106,0,125000000,374.1,0.8,0.0,0.227
Japan,2020-01-12,100882,54116,230,124,0,125000000,807.1,1.8,0.0,0.228
Japan,2020-01-19,162892,62010,371,141,0,125000000,1303.1,3.0,0.0,0.228
Japan,2020-01-26,233257,70365,532,161,0,125000000,1866.1,4.3,0.0,0.228
Japan,2020-02-02,312329,79072,712,180,0,125000000,2498.6,5.7,0.0,0.228
Japan,2020-02-09,400330,88001,913,201,0,125000000,3202.6,7.3,0.0,0.228
Japan,2020-02-16,497333,97003,1134,221,0,125000000,3978.7,9.1,0.0,0.228
Japan,2020-02-23,603248,105915,1376,242,0,125000000,4826.0,11.0,0.0,0.228
Japan,2020-03-01,717812,114564,1637,261,0,125000000,5742.5,13.1,0.0,0.228
Japan,2020-03-08,840589,122777,1917,280,0,125000000,6724.7,15.3,0.0,0.228
Japan,2020-03-15,970976,130387,2215,298,0,125000000,7767.8,17.7,0.0,0.228
Japan,2020-03-22,1108219,137243,2528,313,0,125000000,8865.8,20.2,0.0,0.228
Japan,2020-03-29,1251439,143220,2854,326,0,125000000,10011.5,22.8,0.0,0.228
Japan,2020-04-05,1399656,148217,3192,338,0,125000000,11197.2,25.5,0.0,0.228
Japan,2020-04-12,1551833,152177,3540,348,0,125000000,12414.7,28.3,0.0,0.228
Japan,2020-04-19,1706912,155079,3893,353,0,125000000,13655.3,31.1,0.0,0.228
Japan,2020-04-26,1863863,156951,4251,358,0,125000000,14910.9,34.0,0.0,0.228
Japan,2020-05-03,2021723,157860,4612,361,0,125000000,16173.8,36.9,0.0,0.228
Japan,2020-05-10,2179644,157921,4972,360,0,125000000,17437.2,39.8,0.0,0.228
Japan,2020-05-17,2336924,157280,5331,359,0,125000000,18695.4,42.6,0.0,0.228
Japan,2020-05-24,2493044,156120,5687,356,0,125000000,19944.4,45.5,0.0,0.228
Japan,2020-05-31,2647689,154645,6040,353,0,125000000,21181.5,48.3,0.0,0.228
Japan,2020-06-07,2800759,153070,6389,349,0,125000000,22406.1,51.1,0.0,0.228
Japan,2020-06-14,2952379,151620,6735,346,0,125000000,23619.0,53.9,0.0,0.228
Japan,2020-06-21,3102886,150507,7078,343,0,125000000,24823.1,56.6,0.0,0.228
Japan,2020-06-28,3252815,149929,7420,342,0,125000000,26022.5,59.4,0.0,0.228
Japan,2020-07-05,3402875,150060,7762,342,0,125000000,27223.0,62.1,0.0,0.228
Japan,2020-07-12,3553915,151040,8107,345,0,125000000,28431.3,64.9,0.0,0.228
Japan,2020-07-19,3706883,152968,8456,349,0,125000000,29655.1,67.6,0.0,0.228
Japan,2020-07-26,3862788,155905,8811,355,0,125000000,30902.3,70.5,0.0,0.228
Japan,2020-08-02,4022649,159861,9176,365,0,125000000,32181.2,73.4,0.0,0.228
Japan,2020-08-09,4187459,164810,9552,376,0,125000000,33499.7,76.4,0.0,0.228
Japan,2020-08-16,4358134,170675,9941,389,0,125000000,34865.1,79.5,0.0,0.228
Japan,2020-08-23,4535479,177345,10346,405,0,125000000,36283.8,82.8,0.0,0.228
Japan,2020-08-30,4720155,184676,10767,421,0,125000000,37761.2,86.1,0.0,0.228
Japan,2020-09-06,4912651,192496,11206,439,0,125000000,39301.2,89.6,0.0,0.228
Japan,2020-09-13,5113263,200612,11664,458,0,125000000,40906.1,93.3,0.0,0.228
Japan,2020-09-20,5322085,208822,12141,477,0,125000000,42576.7,97.1,0.0,0.228
Japan,2020-09-27,5539007,216922,12635,494,0,125000000,44312.1,101.1,0.0,0.228
Japan,2020-10-04,5763715,224708,13148,513,0,125000000,46109.7,105.2,0.0,0.228
Japan,2020-10-11,5995705,231990,13677,529,0,125000000,47965.6,109.4,0.0,0.228
Japan,2020-10-18,6234308,238603,14222,545,0,125000000,49874.5,113.8,0.0,0.228
Japan,2020-10-25,6478704,244396,14779,557,0,125000000,51829.6,118.2,0.0,0.228
Japan,2020-11-01,6727965,249261,15348,569,0,125000000,53823.7,122.8,0.0,0.228
Japan,2020-11-08,6981080,253115,15925,577,0,125000000,55848.6,127.4,0.0,0.228
Japan,2020-11-15,7236996,255916,16509,584,0,125000000,57896.0,132.1,0.0,0.228
Japan,2020-11-22,7494658,257662,17097,588,0,125000000,59957.3,136.8,0.0,0.228
Japan,2020-11-29,7753040,258382,17686,589,0,125000000,62024.3,141.5,0.0,0.228
Japan,2020-12-06,8011191,258151,18275,589,0,125000000,64089.5,146.2,0.0,0.228
Japan,2020-12-13,8268261,257070,18861,586,0,125000000,66146.1,150.9,0.0,0.228
Japan,2020-12-20,8523534,255273,19444,583,0,125000000,68188.3,155.6,0.0,0.228
Japan,2020-12-27,8776453,252919,20021,577,0,125000000,70211.6,160.2,0.0,0.228
Japan,2021-01-03,9026639,250186,20592,571,0,125000000,72213.1,164.7,0.0,0.228
Japan,2021-01-10,9273903,247264,21156,564,0,125000000,74191.2,169.2,0.0,0.228
Japan,2021-01-17,9518254,244351,21713,557,0,125000000,76146.0,173.7,0.0,0.228
Japan,2021-01-24,9759897,241643,22264,551,0,125000000,78079.2,178.1,0.0,0.228
Japan,2021-01-31,9999226,239329,22810,546,1312500,125000000,79993.8,182.5,1.05,0.228
Japan,2021-02-07,10236815,237589,23352,542,2625000,125000000,81894.5,186.8,2.1,0.228
Japan,2021-02-14,10473392,236577,23892,540,3937500,125000000,83787.1,191.1,3.15,0.228
Japan,2021-02-21,10709823,236431,24431,539,5250000,125000000,85678.6,195.4,4.2,0.228
Japan,2021-02-28,10947077,237254,24973,542,6562500,125000000,87576.6,199.8,5.25,0.228
Japan,2021-03-07,11186203,239126,25518,545,7875000,125000000,89489.6,204.1,6.3,0.228
Japan,2021-03-14,11428288,242085,26070,552,9187500,125000000,91426.3,208.6,7.35,0.228
Japan,2021-03-21,11674432,246144,26632,562,10500000,125000000,93395.5,213.1,8.4,0.228
Japan,2021-03-28,11925712,251280,27205,573,11812500,125000000,95405.7,217.6,9.45,0.228
Japan,2021-04-04,12183146,257434,27792,587,13125000,125000000,97465.2,222.3,10.5,0.228
Japan,2021-04-11,12447669,264523,28396,604,14437500,125000000,99581.4,227.2,11.55,0.228
Japan,2021-04-18,12720101,272432,29017,621,15750000,125000000,101760.8,232.1,12.6,0.228
Japan,2021-04-25,13001130,281029,29658,641,17062500,125000000,104009.0,237.3,13.65,0.228
Japan,2021-05-02,13291285,290155,30320,662,18375000,125000000,106330.3,242.6,14.7,0.228
Japan,2021-05-09,13590931,299646,31004,684,19687500,125000000,108727.4,248.0,15.75,0.228
Japan,2021-05-16,13900255,309324,31709,705,21000000,125000000,111202.0,253.7,16.8,0.228
Japan,2021-05-23,14219263,319008,32437,728,22312500,125000000,113754.1,259.5,17.85,0.228
Japan,2021-05-30,14547780,328517,33187,750,23625000,125000000,116382.2,265.5,18.9,0.228
Japan,2021-06-06,14885463,337683,33957,770,24937499,125000000,119083.7,271.7,19.95,0.228
Japan,2021-06-13,15231804,346341,34747,790,26250000,125000000,121854.4,278.0,21.0,0.228
Japan,2021-06-20,15586148,354344,35555,808,27562500,125000000,124689.2,284.4,22.05,0.228
Japan,2021-06-27,15947712,361564,36380,825,28875000,125000000,127581.7,291.0,23.1,0.228
Japan,2021-07-04,16315607,367895,37219,839,30187499,125000000,130524.9,297.8,24.15,0.228
Japan,2021-07-11,16688860,373253,38071,852,31500000,125000000,133510.9,304.6,25.2,0.228
Japan,2021-07-18,17066437,377577,38932,861,32812500,125000000,136531.5,311.5,26.25,0.228
Japan,2021-07-25,17447274,380837,39801,869,34125000,125000000,139578.2,318.4,27.3,0.228
Japan,2021-08-01,17830294,383020,40675,874,35437500,125000000,142642.4,325.4,28.35,0.228
Japan,2021-08-08,18214440,384146,41551,876,36750000,125000000,145715.5,332.4,29.4,0.228
Japan,2021-08-15,18598690,384250,42428,877,38062500,125000000,148789.5,339.4,30.45,0.228
Japan,2021-08-22,18982081,383391,43302,874,39375000,125000000,151856.6,346.4,31.5,0.228
Japan,2021-08-29,19363726,381645,44173,871,40687500,125000000,154909.8,353.4,32.55,0.228
Japan,2021-09-05,19742827,379101,45038,865,42000000,125000000,157942.6,360.3,33.6,0.228
Japan,2021-09-12,20118686,375859,45895,857,43312500,125000000,160949.5,367.2,34.65,0.228
Japan,2021-09-19,20490712,372026,46744,849,44625000,125000000,163925.7,374.0,35.7,0.228
Japan,2021-09-26,20858426,367714,47583,839,45937500,125000000,166867.4,380.7,36.75,0.228
Japan,2021-10-03,21221458,363032,48411,828,47250000,125000000,169771.7,387.3,37.8,0.228
Japan,2021-10-10,21579543,358085,49228,817,48562500,125000000,172636.3,393.8,38.85,0.228
Japan,2021-10-17,21932516,352973,50033,805,49874999,125000000,175460.1,400.3,39.9,0.228
Japan,2021-10-24,22280300,347784,50826,793,51187500,125000000,178242.4,406.6,40.95,0.228
Japan,2021-10-31,22622895,342595,51608,782,52500000,125000000,180983.2,412.9,42.0,0.228
Japan,2021-11-07,22960364,337469,52378,770,53812499,125000000,183682.9,419.0,43.05,0.228
Japan,2021-11-14,23292818,332454,53136,758,55125000,125000000,186342.5,425.1,44.1,0.228
Japan,2021-11-21,23620398,327580,53884,748,56437499,125000000,188963.2,431.1,45.15,0.228
Japan,2021-11-28,23943264,322866,54620,736,57750000,125000000,191546.1,437.0,46.2,0.228
Japan,2021-12-05,24261574,318310,55346,726,59062500,125000000,194092.6,442.8,47.25,0.228
Japan,2021-12-12,24575474,313900,56062,716,60374999,125000000,196603.8,448.5,48.3,0.228
Japan,2021-12-19,24885084,309610,56769,707,61687500,125000000,199080.7,454.2,49.35,0.228
Japan,2021-12-26,25190487,305403,57465,696,63000000,125000000,201523.9,459.7,50.4,0.228
Japan,2022-01-02,25491718,301231,58152,687,64312500,125000000,203933.7,465.2,51.45,0.228
Japan,2022-01-09,25788761,297043,58830,678,65625000,125000000,206310.1,470.6,52.5,0.228
Japan,2022-01-16,26081544,292783,59498,668,66937500,125000000,208652.4,476.0,53.55,0.228
Japan,2022-01-23,26369935,288391,60156,658,68250000,125000000,210959.5,481.2,54.6,0.228
Japan,2022-01-30,26653744,283809,60803,647,69562500,125000000,213230.0,486.4,55.65,0.228
Japan,2022-02-06,26932727,278983,61440,637,70875000,125000000,215461.8,491.5,56.7,0.228
Japan,2022-02-13,27206590,273863,62065,625,72187500,125000000,217652.7,496.5,57.75,0.228
Japan,2022-02-20,27474996,268406,62677,612,73500000,125000000,219800.0,501.4,58.8,0.228
Japan,2022-02-27,27737571,262575,63276,599,74812500,125000000,221900.6,506.2,59.85,0.228
Japan,2022-03-06,27993916,256345,63861,585,76125000,125000000,223951.3,510.9,60.9,0.228
